"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20791","Login and logout","","Mon Sep 08 15:24:55 IST 2025","passed","Mon Sep 08 15:25:16 IST 2025","","","",""
